Prime name	Color of berry skin	Country or region of origin of the variety	variety_id	Species	VVS2_1	VVS2_2	VVMD5_1	VVMD5_2	VVMD7_1	VVMD7_2	VVMD25_1	VVMD25_2	VVMD27_1	VVMD27_2	VVMD28_1	VVMD28_2	VVMD32_1	VVMD32_2	VRZAG62_1	VRZAG62_2	VRZAG79_1	VRZAG79_2
KAVCINA (CROATIA)	NOIR	CROATIA	27423	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	228	240	239	249	241	249	182	186	234	248	252	272	188	202	251	259
CODEGA DO LARINHO	BLANC	PORTUGAL	2743	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	224	242	239	243			190	195					186	188	243	257
EARLY SWEET	BLANC	UNITED STATES OF AMERICA	27431	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	135	228	234	239	249	255	255	180	186	234	268	252	272	186	188	251	255
MOLLAR DE ICA	ROSE	PERU	27436	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	145	224	242	239	249	241	255	182	190	244	258	252	272	188	196	247	259
MOSCATEL ROSADA DE CANETE	ROSE	PERU	27437	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	230	230	239	249	241	241	182	190	244	268	258	272	188	194	243	255
PRIETA MOLLAR	ROUGE	PERU	27438	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	230	242	239	249	239	255	182	190	244	258	256	258	188	194	247	251
CODELUNGE	NOIR	ITALY	2744	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	151	228	230	249	263	241	249	180	182	248	258	240	250	194	200	251	259
TORONTEL PERUANO	BLANC	PERU	27440	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	149	230	242	249	251	241	249	180	190	244	244	258	264	194	204	243	255
ZERK	BLANC	UNITED STATES OF AMERICA	27459	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	153	228	232	247	249	245	255	180	186	244	244	256	258	188	194	247	269
COJONATA	BLANC	SPAIN	2751	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	147	234	238	239	243	241	269	182	195	248	248	252	272	188	192	247	257
NEELILAY	NOIR	PAKISTAN	27513	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	238	242	239	251	255	255	180	182	236	258	250	252				
RAMISHVILI 14/14		GEORGIA	27521	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	137	230	242	247	247	239	255	180	186	234	246	250	272	196	196	247	261
RAMISHVILI 17/11	BLANC	GEORGIA	27522	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	137	234	240	245	249	239	249	190	195	260	268	272	272	186	202	247	251
RAMISHVILI CROSS (NON IDENTIFIED)	BLANC	GEORGIA	27524	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	155	155	238	240	247	247	241	249	186	195	244	244	240	272	194	204	239	249
HEPTAKILO ASPRO	BLANC		27525	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	149	153	228	234	239	251	245	249	180	195	244	244	250	272	188	204		
KHALT MDAOUAR	BLANC	TUNISIA	27527	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	155	236	240	233	247			180	195	244	248	250	256	196	204		
OGUZ	BLANC	AZERBAIJAN	27528	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	236	242	251	253	239	245	180	182	244	244	250	256	186	188	247	255
SFAXI	BLANC	TUNISIA	27529	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	151	230	238	239	249	239	249	195	195	258	268	264	272	188	204	257	259
SULATANI KISHMISH	BLANC	AZERBAIJAN	27530	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	155	230	236	243	253	245	255	195	195	218	244	250	250	188	204	251	257
ARRATHIRTYTWO	NOIR	UNITED STATES OF AMERICA	27531	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	151	236	242	239	249	249	255	195	195	244	258	250	272	188	204	257	259
EBONY STAR	NOIR	SOUTH AFRICA	27534	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI					249	249			182	186					186	204	247	251
PARTALA SHAVI	NOIR	GEORGIA	27535	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	143	240	248	239	249	241	255	184	186	236	236	256	272	188	196	247	249
WHITE GEM	BLANC	SOUTH AFRICA	27543	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI					239	239			186	195					188	188	247	251
MUSCADO DELIGADO		SOUTH AFRICA	27545	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI					249	251			180	195					186	204	255	259
NVB 90-24		SOUTH AFRICA	27546	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI					243	249			182	186					186	188	247	251
SEVANI		ARMENIA	27547	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	155	226	236	243	253	239	245	195	195	218	272	250	256	188	196	257	259
EKDONA TURKMENSKAYA		TURKMENISTAN	27551	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	125	133	236	242	233	243	241	245	180	195	236	258	250	260				
PLUTO	ROUGE	SOUTH AFRICA	27553		135	135	238	240	239	239	255	255	180	182	236	258	264	272	188	188	255	259
ICON	ROUGE	SOUTH AFRICA	27554		135	151	238	240	239	249	249	255	180	182	236	258	252	272	186	188	247	255
WHITE MALE		UNITED STATES OF AMERICA	27563	MUSCADINIA ROTUNDIFOLIA MICHAUX VAR. ROTUNDIFOLIA	149	155			243	243			200	216					198	198		
STAR 74		ITALY	27569		145	145	238	238	265	265	239	239	204	212	216	236	260	260	200	200	251	255
GYRMYZY UZUM (NOVKHANY)	ROUGE	AZERBAIJAN	27591	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	135	228	236	239	249	239	239	182	195	244	258	244	250	200	202	245	257
ELINCE	BLANC	AZERBAIJAN	27593	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	230	238	239	247	239	249	182	195	244	278	250	252	192	194	247	251
SULTANY KISHMISHI	BLANC	AZERBAIJAN	27594	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	151	151	230	236	243	249	249	249	195	195	244	246	250	272	188	202	247	251
GEJDEYEN AG UZUM	BLANC	AZERBAIJAN	27595	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	155	236	236	249	253	241	245	180	195	258	258	244	250	188	200	251	259
ZAGATALA AG UZUM	BLANC	AZERBAIJAN	27596	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	155	230	240	249	253	241	245	195	195	244	244	270	272	188	194	251	257
GARA SHANY (PIRSHAGA)	NOIR	AZERBAIJAN	27597	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	145	236	236	239	249	239	255	195	195	234	258	270	272	188	200	243	251
SHIRVANSHAHY	ROUGE	AZERBAIJAN	27599	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	230	236	243	245	249	255	193	195	244	248	250	272	202	204	239	257
GARA SHIRA	NOIR	AZERBAIJAN	27600	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	230	242	239	249	241	255	180	190	236	244	252	272	188	204	243	251
GYZYL UZUZM (VAR 3)	ROSE	AZERBAIJAN	27601	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	145	238	238	249	253			195	195	232	254	240	240	196	202	251	259
ELMIN		AZERBAIJAN	27602	VITIS INTERSPECIFIC CROSSING	135	135	240	248	239	251	255	255	180	190	234	258	272	272	194	196	251	261
TROLLINGER DUNKELROT	ROUGE	GERMANY	27603	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	155	238	240	247	247	241	255	182	186	236	244	252	272	192	194	239	259
BERDAVANI SIRUNIK	BLANC	GEORGIA	27604	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	141	143	236	238	247	253	255	267	180	186	234	258	250	272	190	200	249	251
ADELINA	NOIR	ARMENIA/AZERBAIJAN	27606	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	145	230	236	253	263	239	241	182	195	240	244	244	250	188	194	251	259
YUVANKALA 1		TURKMENISTAN	27607	VITIS VINIFERA LINNÉ SUBSP. SYLVESTRIS GMELIN	125	135	236	238	245	253	239	255	180	184	244	246	250	262				
YUVANKALA 2		TURKMENISTAN	27608	VITIS VINIFERA LINNÉ SUBSP. SYLVESTRIS GMELIN	149	153	234	236	249	249	249	273	186	190	234	246	248	250				
COLGAR ROJA	ROUGE	SPAIN	2761	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	228	236	233	243	239	255	186	195	244	246	252	272	204	204		
DK BELYI	BLANC	TURKMENISTAN	27612	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	236	236	235	253	239	241	180	188	236	244	250	256				
CHURGOON	BLANC	PAKISTAN	27616	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	125	151	240	242	243	251	239	249	186	186	236	236	244	252				
HOSARGOON	BLANC	PAKISTAN	27617	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	228	234	249	251	239	255	186	186	244	248	256	256				
SHINGARGOON	BLANC	PAKISTAN	27618	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	145	228	236	249	249	239	241	186	186	236	248	248	256				
BOYALSING I	NOIR	PAKISTAN	27619	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	230	230	243	251	255	273	186	190	236	246	252	262				
KOCHTEMYR		TURKMENISTAN	27620	VITIS VINIFERA LINNÉ SUBSP. SYLVESTRIS GMELIN	145	145			253	253	255	255			244	278	256	256				
MOSCATO PATTADA	BLANC	ITALY	27622	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	230	242	239	249	241	255	180	190	236	236			186	188	251	255
SIDEZITIS	ROUGE	GREECE	27623	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	149	151	238	242	247	249			186	186	246	260	272	272				
MAURO	NOIR	CYPRUS	27628	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	149	234	240	239	245	239	249	182	195	244	244	250	256	188	204	255	257
EMILY RUPESTRIS GANZIN	NOIR	FRANCE	27635	VITIS INTERSPECIFIC CROSSING	133	135	238	266	239	253	237	255	186	214	236	268	240	240	194	194	251	257
COLMAN BLANC	BLANC	BELGIUM	2766	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	238	240	247	255	239	255	180	186	228	260	252	252				
COLOBEL	NOIR	FRANCE	2768	VITIS INTERSPECIFIC CROSSING	133	133	228	228	239	251	241	249	186	192	236	260	250	272	180	188	251	259
ALFROCHEIRO	NOIR	PORTUGAL	277	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	228	240	253	257	249	255	180	190	236	248	252	272	188	200	251	251
COLOMBARD	BLANC	FRANCE	2771	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	234	242	239	239	249	255	176	182	246	248	256	268	188	196	243	247
SHATIN	NOIR	ARMENIA	27716	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	155	236	238	243	247	241	255	180	186	218	244	250	272	188	204	251	255
SYUNE	NOIR	ARMENIA	27718	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	125	143	228	238	239	247	239	245	182	186	236	258	252	262	192	204	239	251
BURASTANI SPITAK	BLANC	ARMENIA	27719	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	145	238	248	249	249	239	255	186	195	258	258	250	256	186	200	243	257
OSKE	BLANC	ARMENIA	27720	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	149	151	238	248	247	249	241	241	186	186	258	278	266	274	190	194	239	249
MELYAN GAGIKI	BLANC	ARMENIA	27721	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	151	234	238	243	251	249	255	184	190	236	244	250	254	188	194	247	261
MEGHRENI	NOIR	ARMENIA	27722	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	155	228	242	247	249	239	245	180	186	236	244	252	272	192	194	251	257
MAJESTIC	BLANC	SOUTH AFRICA	27757		133	149	234	236	239	243			180	186					188	204	251	255
CALORA (FALSE)	NOIR	ITALY	27764		135	155	228	230	233	247	255	257	180	186	234	234	250	262	204	204	251	259
PATOUJA	NOIR	ITALY	27765		151	155	234	248	247	249	241	249	180	190	228	236	272	272	186	200	245	259
ZABUKOVKA		SLOVENIA	27766	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	242	242	239	247	237	255	180	180	236	246	256	272	194	194	255	257
HALOZANKA		SLOVENIA	27767	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	198	200	239	249	237	253	180	180	246	260	240	252	194	198	241	257
JELOVEC		SLOVENIA	27768	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	228	240	239	239	239	249	180	182	228	236	256	272	188	188	259	259
VARNICA		SLOVENIA	27769	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	228	236	239	249	255	255	180	182	246	260	252	272	196	202	243	259
PECICA		SLOVENIA	27770	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	228	236	239	249	239	239	180	184	246	246	262	272	188	204	237	247
BUCANKA		SLOVENIA	27771	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	141	151	240	242	249	257	249	255	180	190	228	234	240	272	194	204	237	245
VIDERMAN		SLOVENIA	27772	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	228	242	239	249	239	241	180	195	228	248	264	272	196	204	247	247
OKIC		SLOVENIA	27773	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	240	242	247	249	239	241	180	195	228	248	264	272	204	204	237	257
BIRNA		SLOVENIA	27774	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	133	242	242	249	253	239	255	180	195	246	268	250	272	192	194	243	249
SOJEK		SLOVENIA	27775	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	228	236	239	239	255	255	180	195	228	246	264	272	188	196	237	251
POHORKA		SLOVENIA	27776	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	228	242	239	255	239	255	180	195	246	260	272	272	196	204	237	251
JURJEVINA		SLOVENIA	27777	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	151	236	248	239	239	239	255	180	195	246	246	238	240	194	204	237	237
GRUSKA		SLOVENIA	27778	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	228	242	249	255	237	253	180	195	246	260	272	272	194	204	249	265
IVEK		SLOVENIA	27779	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	149	153	228	242	249	249	241	249	180	195	248	260	252	272	200	204	249	259
COLORADO	NOIR	FRANCE	2778	VITIS INTERSPECIFIC CROSSING	133	159	254	268	249	251	239	267	208	222	232	234	246	246	190	192	255	257
HABJANA		SLOVENIA	27780	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	236	242	249	253	239	255	182	184	246	268	250	272	188	204	243	251
TICNA		SLOVENIA	27781	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	228	236	239	255	255	255	182	184	228	260	250	264	196	204	243	249
PODBOC		SLOVENIA	27782	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	139	228	242	263	263	239	255	182	190	228	236	240	258	194	204	245	257
GAJKA		SLOVENIA	27783		133	143	228	230	249	249	241	255	182	190			272	272	194	194		
LEDINA		SLOVENIA	27784		133	153	228	238	239	249	239	241	182	190	228	278	258	264	188	200	245	251
BANOVINA		SLOVENIA	27785		133	133	230	236	239	239	239	239	182	195	236	246	256	272	196	196	243	249
PARADIZ		SLOVENIA	27786		133	133	236	240	239	247	237	239	182	195	228	278	264	272	196	204	243	249
GRUSKOVEC		SLOVENIA	27787		133	133	228	242	239	249	239	239	182	195	228	249	250	264	188	204	243	257
FURMAN		SLOVENIA	27788		133	133	228	242	247	249	239	239	182	195	228	278	250	264	204	204	243	249
PLANINA		SLOVENIA	27789		133	135	230	230	237	237	237	253	182	195	236	236	256	264	194	196	245	245
POKLEK		SLOVENIA	27790		133	143	228	242	239	239	239	255	182	195	228	228	264	272	188	196	243	251
TOPOLKA		SLOVENIA	27791		133	153	240	242	239	247	239	241	182	195	246	278	272	272	204	204	243	249
DOLKA		SLOVENIA	27792		135	143	230	236	239	239	255	255	182	195	228	248	256	272	188	196	243	249
BLANCA		SLOVENIA	27793		133	133	228	236	237	255	253	255	184	190	228	260	250	264	194	196	241	241
SKOK		SLOVENIA	27794		133	143	230	248	239	253	239	255	184	195	246	260	264	272	192	204	251	251
PIKICA		SLOVENIA	27795		135	143	228	230	239	239	255	255	184	195	248	260	256	272	188	196	249	249
MARTINKA		SLOVENIA	27796		135	135			239	239	239	241	186	195	236	248	256	256	194	204	247	247
CIRJAN		SLOVENIA	27797		133	143	228	228	253	261	237	253	190	195	228	260	240	264	194	196	249	251
COLORAILLO	ROUGE	SPAIN	2780	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	145	230	238	239	239	241	255	184	184	254	258	250	252	188	196	247	251
MEKSASI ASWAD	NOIR	LEBANON	27811	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	151	151	236	236	247	249	249	249	195	195	244	244	250	256	186	186	259	259
BEID EL HAMEM AHMAR	GRIS	LEBANON	27812	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	149	238	248	239	249	245	249	180	195	244	258	256	272	204	204	239	251
INAB LEBNENI 9	GRIS	LEBANON	27813	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	151	151	240	240	247	251	249	249	182	195	246	248	256	272	188	204		
INAB LEBNENI 10	GRIS	LEBANON	27814	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	151	151	240	240	247	251	249	249	182	195			252	272	188	204	251	257
JERDI	GRIS	LEBANON	27815	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	143	236	242	249	249	239	245	180	195	236	258	256	258	188	204	239	251
INAB LEBNENI 11	GRIS	LEBANON	27816	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	143	236	242	239	249	239	245	182	195			270	272	188	204	251	263
BEZ EL KALBI	GRIS	LEBANON	27817	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	151	155	226	240	243	247	239	245	182	195	246	258	272	272	188	188	251	251
BAKHOURI TAWIL AZOUNIYE	GRIS	LEBANON	27818	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	151	236	238	247	249	245	245	182	184	258	258			188	204	247	247
HALBANI KOBAYAT	GRIS	LEBANON	27819	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	149	242	248	243	247	245	249	180	186	236	236	272	272	194	194	251	251
BAKHOURI KOBAYAT	GRIS	LEBANON	27820	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	151	240	242	233	249	245	255			236	258	250	256	188	202	247	251
CHATAWI ABYAD	GRIS	LEBANON	27821	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	143	230	236	233	239	245	245	180	195	236	258	250	272	188	204	247	251
BAKHOURI AAKAR	GRIS	LEBANON	27822	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	141	141	238	242	249	251	241	241	180	180	242	244	272	272	188	204	247	251
BAKHOURI AANDKIT AAKAR	GRIS	LEBANON	27823	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	141	149	238	242	249	251	241	249	180	180	244	258	272	274	188	204	247	251
AANABI	GRIS	LEBANON	27824	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	151	236	242	245	249	245	245	190	192	236	258	256	258	204	204	251	251
CHATAWI KOBAYAT	GRIS	LEBANON	27825	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	151	155	228	240	249	251	245	255	180	195	244	246	256	256	192	196	247	257
INAB LEBNENI 1		LEBANON	27826	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI							256	256	180	180	236	236	256	256	188	188	251	251
INAB LEBNENI 2		LEBANON	27827	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	153	153	234	248	243	243	245	245	182	182	246	260	272	272	188	188	249	249
INAB LEBNENI 3		LEBANON	27828	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	153	153	234	248	243	243	239	245	180	195	246	260	272	272	188	188	249	249
INAB LEBNENI 4	GRIS	LEBANON	27829	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	145	151	226	240	243	249	239	249	180	195	244	246	252	272	188	188	247	251
MARINI	ROSE	LEBANON	27831	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	238	238			239	255	180	180	236	244	252	258	192	204	247	249
KHODRI	BLANC	LEBANON	27832	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	145	236	242	239	251	239	245	180	195	244	248	256	272	198	204	239	251
AASALI	ROUGE	LEBANON	27833	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	145	230	242	251	251	239	245	195	195	236	258	250	256	204	204	251	257
SABAGHI ASWAD	NOIR	LEBANON	27834	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	149	151	230	234	233	247	249	255	180	195	244	244	250	272	194	202	247	247
SHAMI	GRIS	LEBANON	27835	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	149	230	248	249	249	245	249	180	180	236	258	270	272	188	204	247	247
OLHATI	GRIS	LEBANON	27836	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	149			249	249	249	255	180	180	244	258	256	258	200	200	247	251
ZITANI HADCHIT	ROUGE	LEBANON	27837	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	141	236	248			239	241	180	180	234	244	272	274	204	204	255	257
HOMMOSI	GRIS	LEBANON	27838	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	155	155	230	248	239	249	239	245	180	182	236	236	262	272	192	192	247	247
KOHL EL AIN	NOIR	LEBANON	27839	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	155	155	230	248	239	249	239	245	180	182	236	236	262	272	192	192	247	247
BERRI	BLANC	LEBANON	27840	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	155	230	238	247	249	239	245	180	180	236	236	262	272	188	204	247	251
AASIRI	GRIS	LEBANON	27841	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	137	234	240	239	247	239	239	180	180	236	248	252	272	192	198		
LOULHALOU	GRIS	LEBANON	27843	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	130	149					239	241	180	180	258	271			192	192	239	255
HALAWANI	GRIS	LEBANON	27844	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	151	236	240	239	249	239	249	180	195	236	246	262	272	200	204	247	247
MEKSASI FRANJI	ROUGE	LEBANON	27845	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	143	236	240	249	249	239	245	180	182	236	258	252	272	204	204	247	251
HALBOUTI HADCHIT	GRIS	LEBANON	27846	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	133	135	238	242	239	247	239	241	180	186	236	258	252	272	192	192	247	247
BEZ EL KALBI HADCHIT	GRIS	LEBANON	27847	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	151	155	268	268	247	247	245	249	182	195	240	244	270	272	188	188	251	251
INAB LEBNENI 5	GRIS	LEBANON	27848	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	151	151	240	240	239	249	239	249	180	195			270	272	204	204	251	251
KERKA W SISAN	GRIS	LEBANON	27849	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	141	149			243	247	245	255	180	180	244	244	250	272	188	188	239	247
AKOURI	GRIS	LEBANON	27850	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	141	228	228	239	249	255	255	180	180	258	258	250	272	198	204	247	247
HALBOUTI AHMAR	ROUGE	LEBANON	27851	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	143	155			243	243	239	241	182	182	236	236	256	272	188	188	247	251
SAWDA AIN ZHALTA	ROUGE	LEBANON	27852	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	137	155	240	240	243	247	239	245	180	182	244	258	250	272	192	192	249	251
SAWDA KOURA	ROUGE	LEBANON	27853	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	135	143	230	236	249	249	245	256	182	190	242	258	240	256	194	204	251	259
CHATAWI BAROUK	GRIS	LEBANON	27854	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	151	153	238	240	239	249	245	249	195	195	246	258	272	274	204	204	251	257
ASWADI HADCHIT	ROUGE	LEBANON	27855	VITIS VINIFERA LINNÉ SUBSP. SATIVA (DE CANDOLLE) HEGI	149	149	236	242	233	247	241	249	180	186	236	260	270	272	174	194	247	251
